@timestamp,FEC_attempt_no,_id,_index,_score,anatomy,anatomy.keyword,application_sw_release_id,application_sw_release_id.keyword,batch_from_date,batch_from_date.keyword,batch_to_date,batch_to_date.keyword,city,city.keyword,country,country.keyword,customer,customer.keyword,es_load_ts,event_data,event_data.keyword,event_type,event_type.keyword,exam_number,exam_number.keyword,globalOrderNumber,globalOrderNumber.keyword,hospital,hospital.keyword,ifr90_alert,ifr90_alert.keyword,ifr_event_category,ifr_event_category.keyword,ifr_event_data,ifr_event_data.keyword,ifr_event_name,ifr_event_name.keyword,ifr_event_protocol_name,ifr_event_protocol_name.keyword,ifr_main_event,ifr_main_event.keyword,indicator_id,indicator_id.keyword,indicator_message,indicator_message.keyword,indicator_severity,indicator_severity.keyword,installDate,latitude,location,log_type,log_type.keyword,longitude,machine_type,machine_type.keyword,max_warranty_startDate,productName,productName.keyword,protocol_category,protocol_category.keyword,region,region.keyword,state,state.keyword,sw_program,sw_program.keyword,sw_version,sw_version.keyword,sysid,sysid.keyword,systype,systype.keyword,zipcode,zipcode.keyword,zone,zone.keyword,,
"Jun 17, 2026 @ 03:16:57.947",-,545a754081813edcf2e069dcb7f81c30,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281",200109109 Study Start: Prospective Exam: 2136 : Protocol: SQUISH_SYS_BLUEGAMMEX_15973_Pluto_80mm,200109109 Study Start: Prospective Exam: 2136 : Protocol: SQUISH_SYS_BLUEGAMMEX_15973_Pluto_80mm,Exam_start,Exam_start,2136,2136,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm,2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm,Exam start,Exam start,200109109,200109109,Study Start: Prospective Exam: 2136 : Protocol: SQUISH_SYS_BLUEGAMMEX_15973_Pluto_80mm,Study Start: Prospective Exam: 2136 : Protocol: SQUISH_SYS_BLUEGAMMEX_15973_Pluto_80mm,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 02:29:26.422",-,6ea585a5c969733d75ee6d6d249b0ebb,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281",200109110 Study End: Prospective Exam: 2135 : Protocol: SQUISH_SYS_20WATER_7862_Pluto_80mm,200109110 Study End: Prospective Exam: 2135 : Protocol: SQUISH_SYS_20WATER_7862_Pluto_80mm,Exam_end,Exam_end,2135,2135,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm,2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm,Exam end,Exam end,200109110,200109110,Study End: Prospective Exam: 2135 : Protocol: SQUISH_SYS_20WATER_7862_Pluto_80mm,Study End: Prospective Exam: 2135 : Protocol: SQUISH_SYS_20WATER_7862_Pluto_80mm,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 02:26:34.171",-,abefa62c2c8b7191c0688f8d0ba29a30,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281","1014400001901 EN: 2135, PN: 2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm, SN: Scout","1014400001901 EN: 2135, PN: 2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm, SN: Scout",ifr_error_code,ifr_error_code,2135,2135,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Scout image not available occurred,Scout image not available occurred,Scout image not available,Scout image not available,2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm,2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm,ifr_error_code,ifr_error_code,1.0144E+12,1.0144E+12,"EN: 2135, PN: 2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm, SN: Scout","EN: 2135, PN: 2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm, SN: Scout",Warning,Warning,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 02:25:49.391",-,14f3fbfff8f339a65704e5c39b5a25e1,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281","1000000090401 E2135,SESSION_TYPE :SCAN_SESSION , SQUISH_SYS_20WATER_7862_Pluto_80mm : EN: 2135, PN: 2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm, SN: Scout","1000000090401 E2135,SESSION_TYPE :SCAN_SESSION , SQUISH_SYS_20WATER_7862_Pluto_80mm : EN: 2135, PN: 2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm, SN: Scout",start_patient_session,start_patient_session,2135,2135,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Start patient session,Start patient session,Start patient session,Start patient session,2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm,2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm,Start patient session,Start patient session,1E+12,1E+12,"E2135,SESSION_TYPE :SCAN_SESSION , SQUISH_SYS_20WATER_7862_Pluto_80mm : EN: 2135, PN: 2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm, SN: Scout","E2135,SESSION_TYPE :SCAN_SESSION , SQUISH_SYS_20WATER_7862_Pluto_80mm : EN: 2135, PN: 2.15 SQUISH_SYS_20WATER_7862_Pluto_80mm, SN: Scout",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 02:25:49.360",-,1cb598e77b9e62c32c0623d5ed084467,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281",200109109 Study Start: Prospective Exam: 2135 : Protocol: SQUISH_SYS_20WATER_7862_Pluto_80mm,200109109 Study Start: Prospective Exam: 2135 : Protocol: SQUISH_SYS_20WATER_7862_Pluto_80mm,Exam_start,Exam_start,2135,2135,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,Exam start,Exam start,200109109,200109109,Study Start: Prospective Exam: 2135 : Protocol: SQUISH_SYS_20WATER_7862_Pluto_80mm,Study Start: Prospective Exam: 2135 : Protocol: SQUISH_SYS_20WATER_7862_Pluto_80mm,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 02:24:13.438",-,33e798f868e0dc749300684aea3283b6,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281",200109110 Study End: Prospective Exam: 2134 : Protocol: SQUISH_SYS_12.5WATER_4472_Pluto_80mm,200109110 Study End: Prospective Exam: 2134 : Protocol: SQUISH_SYS_12.5WATER_4472_Pluto_80mm,Exam_end,Exam_end,2134,2134,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,Exam end,Exam end,200109110,200109110,Study End: Prospective Exam: 2134 : Protocol: SQUISH_SYS_12.5WATER_4472_Pluto_80mm,Study End: Prospective Exam: 2134 : Protocol: SQUISH_SYS_12.5WATER_4472_Pluto_80mm,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 01:57:04.635",-,d5a36616adae5976a9d8b03a39d5505c,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281",800000093301 E50453 / 1 / 0 / 1,800000093301 E50453 / 1 / 0 / 1,failed_qc_recon_job,failed_qc_recon_job,50453,50453,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Failed QC Recon Job,Failed QC Recon Job,Failed QC Recon Job,Failed QC Recon Job,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,Failed QC Recon Job,Failed QC Recon Job,8E+11,8E+11,E50453 / 1 / 0 / 1,E50453 / 1 / 0 / 1,Warning,Warning,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 01:38:58.033",-,898762b8e6b49dad14e2a31ab7e5e89e,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Head,Head,25MW27.33,25MW27.33,"Jun 20, 2026 @ 05:30:00.000",2026-06-20T00:00:00.000+0000,"Jun 20, 2026 @ 17:30:00.000",2026-06-20T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 21, 2026 @ 04:24:40.113",244585 Scanning hardware reset successful (1).,244585 Scanning hardware reset successful (1).,gantry_subsystem_ready,gantry_subsystem_ready,419,419,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Gantry Subsystem is Ready,Gantry Subsystem is Ready,Gantry Subsystem Ready,Gantry Subsystem Ready,21.1 CT HEAD,21.1 CT HEAD,Gantry Subsystem Ready,Gantry Subsystem Ready,244585,244585,Scanning hardware reset successful (1).,Scanning hardware reset successful (1).,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),21,21,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 01:35:29.162",-,86c01de7ad2ad8e8d3fbd02defa44004,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Head,Head,25MW27.33,25MW27.33,"Jun 20, 2026 @ 05:30:00.000",2026-06-20T00:00:00.000+0000,"Jun 20, 2026 @ 17:30:00.000",2026-06-20T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 21, 2026 @ 04:24:40.113",244606 Performing HARD RESET through serial connection ....,244606 Performing HARD RESET through serial connection ....,gantry_subsystems_reseting,gantry_subsystems_reseting,135,135,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Gantry subsystems are reseting,Gantry subsystems are reseting,Gantry subsystems reseting,Gantry subsystems reseting,21.1 CT HEAD,21.1 CT HEAD,Gantry subsystems reseting,Gantry subsystems reseting,244606,244606,Performing HARD RESET through serial connection ....,Performing HARD RESET through serial connection ....,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),21,21,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 01:34:31.414",-,f3ec23d154e32b9b00377974510161a6,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Head,Head,25MW27.33,25MW27.33,"Jun 20, 2026 @ 05:30:00.000",2026-06-20T00:00:00.000+0000,"Jun 20, 2026 @ 17:30:00.000",2026-06-20T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 21, 2026 @ 04:24:40.113",200002348 The System Software has terminated.,200002348 The System Software has terminated.,ifr_error_code,ifr_error_code,135,135,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,System software shut down occurred,System software shut down occurred,System software shut down,System software shut down,21.1 CT HEAD,21.1 CT HEAD,ifr_error_code,ifr_error_code,200002348,200002348,The System Software has terminated.,The System Software has terminated.,N/A,N/A,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),21,21,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 01:32:59.804",-,b3d37c7bb8cd8e5b5bc5ca41d8306ce1,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Head,Head,25MW27.33,25MW27.33,"Jun 20, 2026 @ 05:30:00.000",2026-06-20T00:00:00.000+0000,"Jun 20, 2026 @ 17:30:00.000",2026-06-20T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 21, 2026 @ 04:24:40.113",200109110 Study End: Prospective Exam: 135 : Protocol: CT HEAD,200109110 Study End: Prospective Exam: 135 : Protocol: CT HEAD,Exam_end,Exam_end,135,135,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,21.1 CT HEAD,21.1 CT HEAD,Exam end,Exam end,200109110,200109110,Study End: Prospective Exam: 135 : Protocol: CT HEAD,Study End: Prospective Exam: 135 : Protocol: CT HEAD,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),21,21,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 01:23:46.222",-,4f7cc4e9ca61d57351a617ab7db1e66c,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281",800000093301 E50451 / 2 / 0 / 1,800000093301 E50451 / 2 / 0 / 1,failed_qc_recon_job,failed_qc_recon_job,50451,50451,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Failed QC Recon Job,Failed QC Recon Job,Failed QC Recon Job,Failed QC Recon Job,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,Failed QC Recon Job,Failed QC Recon Job,8E+11,8E+11,E50451 / 2 / 0 / 1,E50451 / 2 / 0 / 1,Warning,Warning,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 01:22:49.148",-,6507f72a6965654c50bdd176aae780d7,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Orbit,Orbit,25MW38.50,25MW38.50,"Jun 22, 2026 @ 05:30:00.000",2026-06-22T00:00:00.000+0000,"Jun 22, 2026 @ 17:30:00.000",2026-06-22T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 23, 2026 @ 03:50:12.281",800000093301 E50451 / 1 / 0 / 1,800000093301 E50451 / 1 / 0 / 1,failed_qc_recon_job,failed_qc_recon_job,50451,50451,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Failed QC Recon Job,Failed QC Recon Job,Failed QC Recon Job,Failed QC Recon Job,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,2.5 SQUISH_SYS_12.5WATER_4472_Pluto_80mm,Failed QC Recon Job,Failed QC Recon Job,8E+11,8E+11,E50451 / 1 / 0 / 1,E50451 / 1 / 0 / 1,Warning,Warning,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),2,2,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY56WSO,CTBAY56WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 17, 2026 @ 01:20:44.924",-,a61f1ff948cb62e67a55c308acaba7ab,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Head,Head,25MW27.33,25MW27.33,"Jun 20, 2026 @ 05:30:00.000",2026-06-20T00:00:00.000+0000,"Jun 20, 2026 @ 17:30:00.000",2026-06-20T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 21, 2026 @ 04:24:40.113",245279 Function: System Control : Scan Control  Scan Type: Scout Scan: 135/6/1  Scan Seq Id: 6000 Operator Aborted Scanning (via Gantry or Hard Key) (1100.000000:12435),245279 Function: System Control : Scan Control  Scan Type: Scout Scan: 135/6/1  Scan Seq Id: 6000 Operator Aborted Scanning (via Gantry or Hard Key) (1100.000000:12435),operator_aborted_scan,operator_aborted_scan,135,135,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Operator has aborted the scan,Operator has aborted the scan,Operator aborted scan,Operator aborted scan,21.1 CT HEAD,21.1 CT HEAD,Operator aborted scan,Operator aborted scan,245279,245279,Function: System Control : Scan Control  Scan Type: Scout Scan: 135/6/1  Scan Seq Id: 6000 Operator Aborted Scanning (via Gantry or Hard Key) (1100.000000:12435),Function: System Control : Scan Control  Scan Type: Scout Scan: 135/6/1  Scan Seq Id: 6000 Operator Aborted Scanning (via Gantry or Hard Key) (1100.000000:12435),Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),21,21,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
